name,AngelList_website,tagline
BetterCompany,https://angel.co/company/bettercompany,"We help companies connect with best candidates at the best time, when they're looking!"
Loomia,https://angel.co/company/loomia,
OSIX Co.,https://angel.co/company/osix-co,Brand Activation Platform
TreSensa,https://angel.co/company/tresensa,Empowering Game Developers; Changing the Economics of Gaming
Ministry (Ministry of Supply),https://angel.co/company/ministry-of-supply,Performance Professional Apparel
FundersClub,https://angel.co/company/fundersclub,Venture capital online (YC S12)
NodePrime,https://angel.co/company/nodeprime,Democratizing Hyperscale Infrastructure
Jaanuu,https://angel.co/company/jaanuu,Medical Apparel Reimagined
Slidely,https://angel.co/company/slidely,"Create, discover and share visual collections in creative ways."
Spry Health,https://angel.co/company/spryhealth,Predicting the progression of disease & clinical risk of people with chronic illnesses
LawnStarter,https://angel.co/company/lawnstarter,"Techstars 2014--Making lawn care easy, affordable and reliable."
Oddup,https://angel.co/company/oddup,The Startup Rating System
Socratic,https://angel.co/company/socratic-1,Homework done in a snap
PRENAV,https://angel.co/company/prenav,Precision Navigation for Drones 
Yup.com,https://angel.co/company/yuptechnologies,Our mission is to provide the experts and technology to help students be their best.
Boom.tv,https://angel.co/company/boomtv,Boom is an eSports platform for casual live gaming
Rekener,https://angel.co/company/rekener,We help companies turn customer data into their biggest asset
Zift Solutions,https://angel.co/company/zift-solutions,
Phanfare,https://angel.co/company/phanfare,
Levo League,https://angel.co/company/levo-league,
Luminoso Technologies,https://angel.co/company/luminoso,Illuminating the unknown in your data
RideCo,https://angel.co/company/rideco,On-demand transit platform
Wellth,https://angel.co/company/wellth,We improve care plan compliance with incentive strategies.
ArabiaWeather,https://angel.co/company/arabiaweather,weather.com for Arab World in Arabic
Loopme,https://angel.co/company/loopme,
Vestorly,https://angel.co/company/vestorly,Win back engagement with the right content.
eRelevance,https://angel.co/company/erelevance,Progressive Patient Engagement Service for Healthcare Providers
Skydrop,https://angel.co/company/skydrop,Shipping software for businesses in Latin America.
Catalia Health,https://angel.co/company/catalia-health,Effective patient care management
Mark One,https://angel.co/company/mark-one-2,Automatically Track Everything You Consume
eporta.,https://angel.co/company/eporta_,B2B marketplace for home furnishing Industry
IMMUNIO,https://angel.co/company/immunio,Real-time web application security
Spiro.ai,https://angel.co/company/spiro-technologies,"Work Smarter, Close Faster. "
Cirrus Data Solutions,https://angel.co/company/cirrus-data-solutions,
Trove,https://angel.co/company/trove-7,"Storage, Meet Technology"
ConnectNPay,https://angel.co/company/connectnpay,Building financial infrastructure in Myanmar
Deep Sentinel,https://angel.co/company/deep-sentinel,Providing the service every homeowner wants for security and protection.
TransacXion Technologies,https://angel.co/company/transacxion-technologies,Financing platform for supply chain and sales
OrangeSoda,https://angel.co/company/orangesoda,
DubMeNow,https://angel.co/company/dubmenow,
The Multiverse Network,https://angel.co/company/the-multiverse-network,
dMetrics,https://angel.co/company/dmetrics,AI for everyone
Neptune,https://angel.co/company/neptuneinc,The world’s first true personal computer.
conichi,https://angel.co/company/conichi,Spearheading innovation in the corporate travel and hotel space. 
Seeqpod,https://angel.co/company/seeqpod,
LiquidSky Software,https://angel.co/company/liquidsky-software,Effortless Computing & Streaming at the Edge
Lightform,https://angel.co/company/lightforminc,Display Anywhere
Growth Street,https://angel.co/company/growthstreet,"Better business banking, without being a bank"
Ossium,https://angel.co/company/ossium,
Dubuc Motors,https://angel.co/company/dubuc-motors,Low-volume EV manufacturer of opulent machines for the upscale consumer
ShopCo Technologies,https://angel.co/company/shopco-technologies,Eliminating registrations and checkouts for ever
CYBRIC,https://angel.co/company/cybric,Continuous Application Security Platform
Virunga Power,https://angel.co/company/virunga-power,
Overbond,https://angel.co/company/overbond-1,Future of bond origination
Joylux,https://angel.co/company/joyux,
improvado.io,https://angel.co/company/improvado-io,All Your Marketing Data in One Place
CommunityLend,https://angel.co/company/communitylend,Online Loan Marketplace
Greatist,https://angel.co/company/greatist,Next-gen brand for healthyish millennials
TradeGecko,https://angel.co/company/tradegecko,Helping Entrepreneurs Build Amazing Commerce Brands
Linkstorm,https://angel.co/company/linkstorm,
nWay,https://angel.co/company/nway,
CO Everywhere,https://angel.co/company/co-everywhere,
Luminoso Technologies,https://angel.co/company/luminoso,Illuminating the unknown in your data
Estify,https://angel.co/company/estify,Cloud solutions for the collision repair industry
Pingboard,https://angel.co/company/pingboard,Pingboard is modernizing the org chart and revolutionizing workforce planning.
Housecall Pro,https://angel.co/company/housecall,Operating system to help service labor professionals seamlessly run their business.
indico data solutions,https://angel.co/company/indico-data-solutions,Enterprise AI for Unstructured Content
Atakama,https://angel.co/company/atakama4data,Distributed Key Management for Encrypting Data at Rest
The Mighty,https://angel.co/company/the-mighty,A platform that empowers and connects people facing health challenges and disabilities.
Channel,https://angel.co/company/channel-app,Watch the world.
Descartes Labs,https://angel.co/company/descartes-labs,Modeling complex systems on the planet
Penrose Studios,https://angel.co/company/penrose-studios,Augmented and virtual reality storytelling.
Vantage Robotics,https://angel.co/company/vantagerobotics,"We create drones to make people safer, more informed, and more productive"
GameCo,https://angel.co/company/gameco,
buddybuild,https://angel.co/company/buddybuild,CI / CD and user insights for iOS and Android development teams
One Drop,https://angel.co/company/one-drop-3,
Hearing Health Science,https://angel.co/company/hearing-health-science-1,"We develop safe hearing preservation solutions, teaming with partners for global impact."
Health Integrated,https://angel.co/company/health-integrated,
Polar,https://angel.co/company/polar,Technology provider for branded content
Lawrence Livermore National Laboratory,https://angel.co/company/lawrence-livermore-national-laboratory,
Levo League,https://angel.co/company/levo-league,
Vapogenix,https://angel.co/company/vapogenix,
SNUPI Technologies,https://angel.co/company/snupi-technologies,
mCASH,https://angel.co/company/mcash-1,
Junzi,https://angel.co/company/junzi-kitchen,new generation Chinese fast casual
Waldo Photos,https://angel.co/company/waldophotos,Live The Moment
Spotlight Reporting,https://angel.co/company/spotlight-reporting,Putting the power of business intelligence at your fingertips.
eporta.,https://angel.co/company/eporta_,B2B marketplace for home furnishing Industry
PortWorx,https://angel.co/company/portworx,
NS8,https://angel.co/company/ns8,"Fraud, Abuse & User Experience Protection"
Molecular Stethoscope,https://angel.co/company/molecular-stethoscope,
Cherre,https://angel.co/company/cherre,Real Estate Data Network
HyperTrack,https://angel.co/company/hypertrack,Build applications that track the movement of your business
Catch,https://angel.co/company/catchco,The future of work looks different. Benefits should too. YC'19
Joylux,https://angel.co/company/joyux,
Trove,https://angel.co/company/trove-7,"Storage, Meet Technology"
booodl,https://angel.co/company/booodl,Find the right store.
Opinio,https://angel.co/company/opinioapp,Plug and Play Delivery
FATMAP,https://angel.co/company/fatmap,"The outdoor mapping technology and adventure platform for better, safer adventures."
Virunga Power,https://angel.co/company/virunga-power,
improvado.io,https://angel.co/company/improvado-io,All Your Marketing Data in One Place
PeoplePerHour,https://angel.co/company/peopleperhour,Marketplace for Freelancers 
Polar,https://angel.co/company/polar,Technology provider for branded content
SuperSecret,https://angel.co/company/supersecret,
nWay,https://angel.co/company/nway,
Fresh,https://angel.co/company/fresh,"We get hardware brands their first 10,000 to 100,000 customers."
If You Can,https://angel.co/company/if-you-can,"The Emotional IQ Game | Play + Learn + Grow.  Succeed at school, with friends, in life!"
Housecall Pro,https://angel.co/company/housecall,Operating system to help service labor professionals seamlessly run their business.
Dolly,https://angel.co/company/dolly,"Truck & Muscle, Anytime You Need It"
MedAware,https://angel.co/company/medaware,MedAware utilizes big data analytics and machine learning to eliminate prescription errors
Gfycat,https://angel.co/company/gfycat-com,Join us in shaping the future of short content!
HealthSherpa,https://angel.co/company/healthsherpa,Health insurance made clear
Accion Systems,https://angel.co/company/accion-systems,Printing satellite propulsion systems
mCASH,https://angel.co/company/mcash-1,
MEDIGO,https://angel.co/company/medigo,A global health care marketplace
Unikrn,https://angel.co/company/unikrn,Unikrn is an eSports company based in Seattle
Waldo Photos,https://angel.co/company/waldophotos,Live The Moment
Vantage Robotics,https://angel.co/company/vantagerobotics,"We create drones to make people safer, more informed, and more productive"
AmpMe,https://angel.co/company/ampme,Be the Speakers 
Armada Interactive,https://angel.co/company/armada-interactive,
One Drop,https://angel.co/company/one-drop-3,
Unmortgage,https://angel.co/company/unmortgage,Equity financing for homes - enable everyone to live in the home they want
Quantivo,https://angel.co/company/quantivo,
SF Interactive,https://angel.co/company/sf-interactive,First Mover Digital Marketing Agency
Gigas,https://angel.co/company/gigas,
Citymaps,https://angel.co/company/citymaps,"Your personal map of places, on iOS and Android."
ArangoDB,https://angel.co/company/arangodb,the multi-model NoSQL DB
SNUPI Technologies,https://angel.co/company/snupi-technologies,
VisionGate,https://angel.co/company/visiongate,
Zesty.co.uk,https://angel.co/company/zesty-co-uk,
